,reaction,compound
37542,R01374,C15602
37543,R05359,C02370
37544,R05359,C00596
37545,R05359,C06587
37546,R05359,C00001
37547,R03882,C02206
37548,R03882,C00004
37549,R03882,C00080
37550,R03882,C02771
37551,R03882,C00003
37552,R07540,C15907
37553,R07540,C05435
37554,R06324,C11859
37555,R06324,C11858
37556,R04808,C05468
37557,R04808,C05446
37558,R12250,C00031
37559,R12250,C00258
37560,R12250,C19792
37561,R12250,C00001
37562,R10207,C20351
37563,R10207,C00027
37564,R10207,C20353
37565,R10207,C00007
37566,R00717,C00048
37567,R00717,C00004
37568,R00717,C00080
37569,R00717,C00160
37570,R00717,C00003
37571,R03091,C05503
37572,R03091,C00015
37573,R03091,C00951
37574,R03091,C00167
37575,R00606,C00067
37576,R00606,C00014
37577,R00606,C19672
37578,R00606,C00080
37579,R00606,C00218
37580,R00606,C00001
37581,R00606,C19671
37582,R03748,C02941
37583,R03748,C00030
37584,R03748,C01876
37585,R03748,C00028
37586,R03763,C08794
37587,R03763,C00004
37588,R03763,C00080
37589,R03763,C20787
37590,R03763,C00003
37591,R04147,C06564
37592,R04147,C05557
37593,R01418,C03047
37594,R01418,C00001
37595,R01418,C00179
37596,R01418,C00086
37597,R05442,C07213
37598,R05442,C00139
37599,R05442,C00001
37600,R05442,C07212
37601,R05442,C00007
37602,R05442,C00138
37603,R05442,C00080
37604,R06414,C11949
37605,R06414,C00100
37606,R06414,C11948
37607,R06414,C00010
37608,R04986,C05810
37609,R04986,C00011
37610,R04986,C05809
37611,R09405,C16756
37612,R09405,C00001
37613,R09405,C00006
37614,R09405,C06800
37615,R09405,C00007
37616,R09405,C00005
37617,R09405,C00080
37618,R00837,C00031
37619,R00837,C00092
37620,R00837,C00001
37621,R00837,C00689
37622,R08950,C00013
37623,R08950,C18052
37624,R08950,C00235
37625,R02165,C00399
37626,R02165,C00088
37627,R02165,C00001
37628,R02165,C00390
37629,R02165,C00244
37630,R02354,C05298
37631,R02354,C00003
37632,R02354,C00001
37633,R02354,C00468
37634,R02354,C00080
37635,R02354,C00007
37636,R02354,C00004
37637,R04367,C02126
37638,R04367,C04815
37639,R04367,C03995
37640,R05409,C07095
37641,R05409,C07094
37642,R05409,C00007
37643,R09178,C18262
37644,R09178,C00001
37645,R09178,C18259
37646,R09178,C00007
37647,R11289,C00015
37648,R11289,C17701
37649,R11289,C00190
37650,R11289,C01743
37651,R03452,C01263
37652,R03452,C03161
37653,R03452,C00001
37654,R03452,C04271
37655,R03452,C03024
37656,R03452,C00007
37657,R09529,C00015
37658,R09529,C10025
37659,R09529,C00167
37660,R09529,C10023
37661,R08049,C16396
37662,R08049,C16403
37663,R03228,C03050
37664,R03228,C01090
37665,R05057,C05955
37666,R05057,C05954
37667,R08983,C18069
37668,R08983,C00010
37669,R08983,C00223
37670,R08983,C00315
37671,R02389,C00015
37672,R02389,C05787
37673,R02389,C00167
37674,R02389,C00486
37675,R05690,C11497
37676,R05690,C00004
37677,R05690,C00080
37678,R05690,C11498
37679,R05690,C00003
37680,R07455,C15791
37681,R07455,C00001
37682,R07455,C03161
37683,R07455,C15799
37684,R07455,C00007
37685,R07455,C03024
37686,R11152,C21143
37687,R11152,C00006
37688,R11152,C00001
37689,R11152,C06688
37690,R11152,C00005
37691,R11152,C00007
37692,R11152,C00080
37693,R04256,C03577
37694,R04256,C00006
37695,R04256,C00001
37696,R04256,C05952
37697,R04256,C00007
37698,R04256,C00005
37699,R04256,C00080
37700,R08381,C00010
37701,R08381,C03455
37702,R08381,C00154
37703,R08381,C00899
37704,R01738,C01062
37705,R01738,C00004
37706,R01738,C00080
37707,R01738,C00257
37708,R01738,C00003
37709,R07740,C16223
37710,R07740,C00015
37711,R07740,C10503
37712,R07740,C00029
37713,R01707,C00971
37714,R01707,C00004
37715,R01707,C00080
37716,R01707,C00250
37717,R01707,C00003
37718,R08439,C12162
37719,R08439,C21635
37720,R07883,C16351
37721,R07883,C00010
37722,R07883,C16312
37723,R07883,C00223
37724,R07829,C00877
37725,R07829,C16268
37726,R06297,C11857
37727,R06297,C03161
37728,R06297,C00001
37729,R06297,C06093
37730,R06297,C03024
37731,R06297,C00007
37732,R07931,C16372
37733,R07931,C00010
37734,R07931,C08639
37735,R07931,C00323
37736,R07870,C16311
37737,R07870,C16310
37738,R07870,C04785
37739,R10370,C20550
37740,R10370,C00013
37741,R10370,C20548
37742,R10370,C00235
37743,R02898,C09321
37744,R02898,C00766
37745,R12121,C21919
37746,R12121,C00058
37747,R12121,C03161
37748,R12121,C00001
37749,R12121,C21921
37750,R12121,C03024
37751,R12121,C00007
37752,R08721,C17331
37753,R08721,C00004
37754,R08721,C00080
37755,R08721,C15518
37756,R08721,C00003
37757,R01138,C00206
37758,R01138,C00074
37759,R01138,C00131
37760,R01138,C00022
37761,R03684,C06258
37762,R03684,C00032
37763,R03684,C01708
37764,R02849,C00104
37765,R02849,C02965
37766,R02849,C00081
37767,R02849,C00738
37768,R03212,C01066
37769,R03212,C00030
37770,R03212,C03228
37771,R03212,C00028
37772,R09964,C09844
37773,R09964,C00013
37774,R09964,C00341
37775,R09964,C00001
37776,R01816,C00632
37777,R01816,C00268
37778,R01816,C00001
37779,R01816,C00272
37780,R01816,C00108
37781,R01816,C00007
37782,R02455,C02024
37783,R02455,C00004
37784,R02455,C00080
37785,R02455,C00514
37786,R02455,C00003
37787,R07401,C15666
37788,R07401,C00011
37789,R07401,C00001
37790,R07401,C04712
37791,R07401,C00027
37792,R07850,C15981
37793,R07850,C03161
37794,R07850,C00001
37795,R07850,C05433
37796,R07850,C03024
37797,R07850,C00007
37798,R09366,C00022
37799,R09366,C00014
37800,R09366,C05703
37801,R09366,C05689
37802,R09366,C00001
37803,R08866,C06456
37804,R08866,C17943
37805,R07086,C14556
37806,R07086,C14849
37807,R06144,C05394
37808,R06144,C00221
37809,R06144,G10531
37810,R06144,C00001
37811,R05412,C07725
37812,R05412,C07724
37813,R05412,C00007
37814,R07323,C06309
37815,R07323,C00751
37816,R07323,C00001
37817,R09224,C18307
37818,R09224,C00003
37819,R09224,C18306
37820,R09224,C00004
37821,R09224,C00080
37822,R04842,C05477
37823,R04842,C00004
37824,R04842,C00080
37825,R04842,C05478
37826,R04842,C00003
37827,R09658,C15858
37828,R09658,C15603
37829,R09658,C19759
37830,R09658,C15602
37831,R04397,C00033
37832,R04397,C04106
37833,R04397,C00014
37834,R04397,C00011
37835,R04397,C04690
37836,R04397,C00001
37837,R09457,C19615
37838,R09457,C19614
37839,R11054,C21080
37840,R11054,C03161
37841,R11054,C00001
37842,R11054,C02679
37843,R11054,C03024
37844,R11054,C00007
37845,R05309,C02923
37846,R05309,C00011
37847,R05309,C00004
37848,R05309,C00080
37849,R05309,C06720
37850,R05309,C00003
37851,R10557,C20692
37852,R10557,C12287
37853,R10557,C20484
37854,R10557,C00007
37855,R02995,C04718
37856,R02995,C00006
37857,R02995,C00001
37858,R02995,C00848
37859,R02995,C00007
37860,R02995,C00005
37861,R02995,C00080
37862,R05858,C11641
37863,R05858,C01626
37864,R05858,C09107
37865,R03673,C04185
37866,R03673,C01693
37867,R05538,C07719
37868,R05538,C00022
37869,R05538,C07718
37870,R05538,C00001
37871,R08923,C18025
37872,R08923,C03161
37873,R08923,C00001
37874,R08923,C09893
37875,R08923,C03024
37876,R08923,C00007
37877,R03544,C06142
37878,R03544,C00003
37879,R03544,C01412
37880,R03544,C00004
37881,R03544,C00080
37882,R07128,C15038
37883,R07128,C00205
37884,R07128,C00011
37885,R07128,C15037
37886,R07128,C00007
37887,R03982,C18933
37888,R03982,C00698
37889,R03982,C00006
37890,R03982,C00001
37891,R03982,C02575
37892,R03982,C00007
37893,R03982,C00005
37894,R03982,C00080
37895,R03973,C02515
37896,R03973,C01382
37897,R03973,C05590
37898,R03973,C01060
37899,R06610,C12124
37900,R06610,C00006
37901,R06610,C00509
37902,R06610,C00005
37903,R06610,C00080
37904,R04342,C00852
37905,R04342,C03161
37906,R04342,C00001
37907,R04342,C12208
37908,R04342,C03024
37909,R04342,C00007
37910,R06960,C14146
37911,R06960,C05431
37912,R04918,C05656
37913,R04918,C05654
37914,R04918,C00011
37915,R11753,C08532
37916,R11753,C08521
37917,R00531,C00020
37918,R00531,C00059
37919,R00531,C00224
37920,R00531,C00001
37921,R10719,C20798
37922,R10719,C00004
37923,R10719,C00080
37924,R10719,C20797
37925,R10719,C00003
37926,R03963,C02648
37927,R03963,C00004
37928,R03963,C00080
37929,R03963,C02497
37930,R03963,C00003
37931,R05353,C07478
37932,R05353,C00004
37933,R05353,C00080
37934,R05353,C06760
37935,R05353,C00003
37936,R05353,C00001
37937,R09220,C18310
37938,R09220,C18309
37939,R09220,C00001
37940,R04818,C05451
37941,R04818,C00004
37942,R04818,C00080
37943,R04818,C05452
37944,R04818,C00003
37945,R08870,C17947
37946,R08870,C00010
37947,R08870,C06368
37948,R08870,C00024
37949,R08870,C00001
37950,R05177,C06399
37951,R05177,C06408
37952,R07682,C16196
37953,R07682,C00094
37954,R07682,C16193
37955,R07682,C00007
37956,R06553,C06563
37957,R06553,C00509
37958,R08458,C07547
37959,R08458,C05176
37960,R08458,C05243
37961,R03506,C04722
37962,R03506,C00004
37963,R03506,C00080
37964,R03506,C01301
37965,R03506,C00003
37966,R03506,C00001
37967,R12136,C17055
37968,R12136,C19731
37969,R04904,C05635
37970,R04904,C00027
37971,R04904,C05634
37972,R04904,C00007
37973,R04904,C00001
37974,R10217,C20441
37975,R10217,C00003
37976,R10217,C14279
37977,R10217,C00004
37978,R10217,C00080
37979,R04601,C04797
37980,R04601,C00006
37981,R04601,C06048
37982,R04601,C00005
37983,R04601,C00080
37984,R08902,C17589
37985,R08902,C00027
37986,R08902,C17588
37987,R08902,C00007
37988,R07007,C14799
37989,R07007,C14793
37990,R06956,C06082
37991,R06956,C13454
37992,R00221,C00022
37993,R00221,C00014
37994,R00221,C00740
37995,R01454,C05500
37996,R01454,C00001
37997,R01454,C00667
37998,R01454,C00187
37999,R01454,C00007
38000,R01454,C00080
38001,R01454,C00662
38002,R02269,C02642
38003,R02269,C00429
38004,R02269,C00001
38005,R07499,C15915
38006,R07499,C00006
38007,R07499,C05108
38008,R07499,C00005
38009,R07499,C00080
38010,R03066,C00921
38011,R03066,C00001
38012,R03066,C01300
38013,R03066,C00568
38014,R08869,C06368
38015,R08869,C00011
38016,R08869,C17946
38017,R12268,C09440
38018,R12268,C00001
38019,R12268,C22050
38020,R00475,C00048
38021,R00475,C00027
38022,R00475,C00160
38023,R00475,C00007
38024,R05284,C06753
38025,R05284,C01327
38026,R05284,C06752
38027,R05284,C00001
38028,R02813,C00712
38029,R02813,C00001
38030,R02813,C03195
38031,R09694,C19822
38032,R09694,C00001
38033,R09694,C06485
38034,R09635,C00015
38035,R09635,C19762
38036,R09635,C00167
38037,R09635,C08604
38038,R07179,C06098
38039,R07179,C05422
38040,R07179,C00001
38041,R07179,C08579
38042,R07179,C00072
38043,R00440,C00046
38044,R00440,C00112
38045,R00440,C00046
38046,R00440,C00009
38047,R01236,C00054
38048,R01236,C02885
38049,R01236,C00053
38050,R01236,C00145
38051,R08532,C00010
38052,R08532,C11338
38053,R08532,C00024
38054,R08532,C01765
38055,R02663,C05996
38056,R02663,C00630
38057,R02212,C03027
38058,R02212,C00028
38059,R02212,C00001
38060,R02212,C00410
38061,R02212,C00030
38062,R02212,C00007
38063,R11069,C21093
38064,R11069,C19814
38065,R07482,C02141
38066,R07482,C08830
38067,R04249,C05678
38068,R04249,C03557
38069,R09194,C06571
38070,R09194,C00006
38071,R09194,C18298
38072,R09194,C00005
38073,R09194,C00080
38074,R08640,C17226
38075,R08640,C00010
38076,R08640,C17224
38077,R08640,C00024
38078,R08640,C00001
38079,R06653,C12399
38080,R06653,C12397
38081,R11828,C21681
38082,R11828,C00013
38083,R11828,C00448
38084,R11828,C00001
38085,R07312,C01468
38086,R07312,C00011
38087,R07312,C00642
38088,R07312,C00080
38089,R11576,C20981
38090,R11576,C21412
38091,R12247,C00013
38092,R12247,C22033
38093,R12247,C00063
38094,R12247,C21785
38095,R07545,C15917
38096,R07545,C15914
38097,R04519,C04574
38098,R04519,C11827
38099,R04519,C05898
38100,R04519,C11827
38101,R06593,C12108
38102,R06593,C00001
38103,R06593,C12109
38104,R10775,C00204
38105,R10775,C00014
38106,R10775,C20845
38107,R10775,C00001
38108,R11489,C21409
38109,R11489,C00027
38110,R11489,C21408
38111,R11489,C00007
38112,R03405,C00054
38113,R03405,C04555
38114,R03405,C00053
38115,R03405,C01227
38116,R06622,C00006
38117,R06622,C12314
38118,R06622,C00001
38119,R06622,C00005
38120,R06622,C01147
38121,R06622,C00080
38122,R06622,C00007
38123,R10628,C20741
38124,R10628,C00139
38125,R10628,C00001
38126,R10628,C11994
38127,R10628,C00138
38128,R10628,C00080
38129,R10628,C00007
38130,R08928,C18030
38131,R08928,C18029
38132,R00135,C00148
38133,R00135,C00012
38134,R00135,C00012
38135,R00135,C00001
38136,R11766,C00835
38137,R11766,C04244
38138,R12229,C22011
38139,R12229,C00001
38140,R12229,C03161
38141,R12229,C22013
38142,R12229,C00007
38143,R12229,C03024
38144,R10037,C00015
38145,R10037,C08334
38146,R10037,C18796
38147,R10037,C00029
38148,R11029,C21031
38149,R11029,C11039
38150,R08015,C16402
38151,R08015,C00006
38152,R08015,C00001
38153,R08015,C16392
38154,R08015,C00005
38155,R08015,C00080
38156,R08234,C02380
38157,R08234,C16621
38158,R08234,C06837
38159,R10461,C20639
38160,R10461,C00033
38161,R10461,C00979
38162,R10461,C07044
38163,R01982,C00333
38164,R01982,C00470
38165,R01982,C00470
38166,R01982,C00001
38167,R07943,C16358
38168,R07943,C13747
38169,R09059,C18154
38170,R09059,C02139
38171,R09059,C00001
38172,R07263,C15547
38173,R07263,C00001
38174,R07263,C03160
38175,R05287,C00160
38176,R05287,C01327
38177,R05287,C06755
38178,R05287,C00001
38179,R10765,C20830
38180,R10765,C20829
38181,R05373,C00100
38182,R05373,C00011
38183,R05373,C02557
38184,R08085,C11384
38185,R08085,C00005
38186,R08085,C00080
38187,R08085,C11386
38188,R08085,C00006
38189,R07793,C02375
38190,R07793,C00014
38191,R07793,C14450
38192,R07793,C00007
38193,R07793,C00080
38194,R05282,C06758
38195,R05282,C00004
38196,R05282,C00080
38197,R05282,C06757
38198,R05282,C00003
38199,R04791,C05424
38200,R04791,C05417
38201,R04791,C00001
38202,R04282,C16674
38203,R04282,C03680
38204,R04282,C00001
38205,R11874,C00876
38206,R11874,C11904
38207,R11874,C01080
38208,R11874,C11903
38209,R07976,C16358
38210,R07976,C00006
38211,R07976,C00067
38212,R07976,C00001
38213,R07976,C07130
38214,R07976,C00005
38215,R07976,C00080
38216,R07976,C00007
38217,R03833,C06167
38218,R03833,C03161
38219,R03833,C00001
38220,R03833,C02105
38221,R03833,C03024
38222,R03833,C00007
38223,R03827,C02099
38224,R03827,C00005
38225,R03827,C00080
38226,R03827,C02345
38227,R03827,C00006
38228,R10598,C19908
38229,R10598,C00013
38230,R10598,C00448
38231,R09816,C19943
38232,R09816,C00001
38233,R09816,C03161
38234,R09816,C19942
38235,R09816,C03024
38236,R09816,C00007
38237,R04478,C04434
38238,R04478,C00001
38239,R04478,C04115
38240,R01936,C00322
38241,R01936,C00011
38242,R01936,C05533
38243,R03579,C01494
38244,R03579,C00037
38245,R03579,C02564
38246,R03579,C00001
38247,R04292,C05840
38248,R04292,C00111
38249,R04292,C03722
38250,R04292,C00001
38251,R04292,C00009
38252,R07553,C15935
38253,R07553,C15933
38254,R09540,C01041
38255,R09540,C00001
38256,R09540,C00072
38257,R09540,C00027
38258,R09218,C18252
38259,R09218,C18251
38260,R08494,C06527
38261,R08494,C00006
38262,R08494,C16728
38263,R08494,C00005
38264,R08494,C00080
38265,R02417,C15504
38266,R02417,C00006
38267,R02417,C01448
38268,R02417,C00007
38269,R02417,C00005
38270,R02417,C00080
38271,R07963,C16357
38272,R07963,C00003
38273,R07963,C00067
38274,R07963,C00001
38275,R07963,C07480
38276,R07963,C00004
38277,R07963,C00080
38278,R07963,C00007
38279,R08304,C16582
38280,R08304,C00006
38281,R08304,C00001
38282,R08304,C07501
38283,R08304,C00005
38284,R08304,C00080
38285,R08304,C00007
38286,R09574,C19708
38287,R09574,C00013
38288,R09574,C00448
38289,R07924,C08641
38290,R07924,C16354
38291,R11814,C21722
38292,R11814,C01326
38293,R11814,C03161
38294,R11814,C00001
38295,R11814,C21719
38296,R11814,C03024
38297,R11814,C00007
38298,R00302,C02779
38299,R00302,C00027
38300,R00302,C00031
38301,R00302,C00007
38302,R05223,C06510
38303,R05223,C05775
38304,R05223,C00194
38305,R05223,C00144
38306,R11833,C21688
38307,R11833,C00013
38308,R11833,C00353
38309,R10038,C02659
38310,R10038,C00006
38311,R10038,C00001
38312,R10038,C20315
38313,R10038,C00005
38314,R10038,C00080
38315,R10038,C00007
38316,R11327,C21282
38317,R11327,C00009
38318,R11327,C05382
38319,R11051,C11928
38320,R11051,C00006
38321,R11051,C06620
38322,R11051,C00005
38323,R11051,C00080
38324,R10009,C20276
38325,R10009,C00013
38326,R10009,C04216
38327,R00304,C00031
38328,R00304,C00009
38329,R00304,C00103
38330,R00304,C00001
38331,R04501,C04814
38332,R04501,C00996
38333,R04501,C00001
38334,R04501,C04530
38335,R04501,C00999
38336,R04501,C00007
38337,R04501,C00080
38338,R09126,C01596
38339,R09126,C00058
38340,R09126,C18232
38341,R09126,C00001
38342,R05886,C11812
38343,R05886,C09244
38344,R05711,C03764
38345,R05711,C00005
38346,R05711,C00080
38347,R05711,C04203
38348,R05711,C00292
38349,R05711,C00006
38350,R05894,C09248
38351,R05894,C11816
38352,R05599,C09819
38353,R05599,C09818
38354,R05599,C00001
38355,R12020,C21852
38356,R12020,C00006
38357,R12020,C00011
38358,R12020,C00001
38359,R12020,C21853
38360,R12020,C00005
38361,R12020,C01324
38362,R12020,C00007
38363,R12020,C00080
38364,R07050,C14770
38365,R07050,C00006
38366,R07050,C00001
38367,R07050,C00219
38368,R07050,C00007
38369,R07050,C00005
38370,R07050,C00080
38371,R07333,C00015
38372,R07333,C04007
38373,R07333,C00029
38374,R07333,C00766
38375,R10987,C00103
38376,R10987,C05345
38377,R10987,C02591
38378,R10987,C00009
38379,R08347,C16612
38380,R08347,C00218
38381,R08347,C00027
38382,R08347,C16608
38383,R08347,C00007
38384,R08347,C00001
38385,R10088,C00018
38386,R10088,C00001
38387,R10088,C00009
38388,R10088,C00117
38389,R10088,C00118
38390,R10088,C00014
38391,R08105,C16473
38392,R08105,C00004
38393,R08105,C00080
38394,R08105,C16483
38395,R08105,C00003
38396,R04209,C03373
38397,R04209,C00011
38398,R04209,C04751
38399,R08012,C09756
38400,R08012,C05631
38401,R07671,C00615
38402,R07671,C16186
38403,R07671,C04261
38404,R07671,C00072
38405,R05234,C16348
38406,R05234,C00004
38407,R05234,C00080
38408,R05234,C06612
38409,R05234,C00003
38410,R09515,C18231
38411,R09515,C00667
38412,R09515,C00001
38413,R09515,C01673
38414,R09515,C00662
38415,R09515,C00080
38416,R09515,C00007
38417,R10142,C00010
38418,R10142,C20415
38419,R10142,C00024
38420,R10142,C04346
38421,R03628,C05642
38422,R03628,C01598
38423,R03628,C00007
38424,R03897,C06031
38425,R03897,C02226
38426,R03897,C00001
38427,R04265,C04297
38428,R04265,C00005
38429,R04265,C00080
38430,R04265,C03598
38431,R04265,C00006
38432,R05059,C05962
38433,R05059,C00030
38434,R05059,C05961
38435,R05059,C00028
38436,R07063,C06426
38437,R07063,C00028
38438,R07063,C00001
38439,R07063,C01595
38440,R07063,C00030
38441,R07063,C00007
38442,R02554,C02240
38443,R02554,C00006
38444,R02554,C00001
38445,R02554,C00557
38446,R02554,C00007
38447,R02554,C00005
38448,R02554,C00080
38449,R09790,C19795
38450,R09790,C00001
38451,R09790,C19894
38452,R06321,C11893
38453,R06321,C00353
38454,R04678,C05139
38455,R04678,C00003
38456,R04678,C05140
38457,R04678,C00080
38458,R04678,C00004
38459,R11493,C21408
38460,R11493,C00001
38461,R11493,C19831
38462,R08060,C00058
38463,R08060,C00862
38464,R08060,C01001
38465,R08060,C00001
38466,R05675,C07031
38467,R05675,C07030
38468,R00723,C00081
38469,R00723,C00009
38470,R00723,C03614
38471,R00723,C00001
38472,R03699,C00009
38473,R03699,C05325
38474,R03699,C00013
38475,R03699,C15586
38476,R05863,C00048
38477,R05863,C00797
38478,R05863,C00027
38479,R05863,C11735
38480,R05863,C00001
38481,R05863,C00007
38482,R03565,C04024
38483,R03565,C00015
38484,R03565,C00029
38485,R03565,C01460
38486,R08267,C05011
38487,R08267,C00006
38488,R08267,C00001
38489,R08267,C07108
38490,R08267,C00005
38491,R08267,C00007
38492,R08267,C00080
38493,R12220,C06377
38494,R12220,C00352
38495,R08207,C09305
38496,R08207,C03161
38497,R08207,C00207
38498,R08207,C00001
38499,R08207,C09276
38500,R08207,C03024
38501,R08207,C00007
38502,R08415,C16697
38503,R08415,C00408
38504,R10593,C20718
38505,R10593,C00005
38506,R10593,C00080
38507,R10593,C20717
38508,R10593,C00006
38509,R09198,C18296
38510,R09198,C00006
38511,R09198,C00001
38512,R09198,C03206
38513,R09198,C00005
38514,R09198,C00080
38515,R09198,C00007
38516,R08235,C16613
38517,R08235,C00027
38518,R08235,C02380
38519,R08235,C00001
